30.06.2013 19:17:31: Starting interval: 3600 jobs during 3600 seconds
30.06.2013 19:17:31: second 0, jobs that second 0, active requests: 0
30.06.2013 19:24:45: second 434, jobs that second 0, active requests: 0
30.06.2013 19:24:46: second 435, jobs that second 1, active requests: 0
30.06.2013 19:24:47: second 436, jobs that second 0, active requests: 0
30.06.2013 19:24:48: second 437, jobs that second 1, active requests: 0
30.06.2013 19:24:49: second 438, jobs that second 1, active requests: 0
30.06.2013 19:24:50: second 439, jobs that second 1, active requests: 0
30.06.2013 19:24:51: second 440, jobs that second 2, active requests: 0
30.06.2013 19:24:52: second 441, jobs that second 2, active requests: 1
30.06.2013 19:24:53: second 442, jobs that second 0, active requests: 1
30.06.2013 19:24:54: second 443, jobs that second 1, active requests: 0
30.06.2013 19:24:55: second 444, jobs that second 0, active requests: 0
30.06.2013 19:24:56: second 445, jobs that second 1, active requests: 0
30.06.2013 19:24:57: second 446, jobs that second 2, active requests: 0
30.06.2013 19:24:58: second 447, jobs that second 0, active requests: 0
30.06.2013 19:24:59: second 448, jobs that second 1, active requests: 0
30.06.2013 19:25:00: second 449, jobs that second 2, active requests: 0
30.06.2013 19:25:01: second 450, jobs that second 2, active requests: 1
30.06.2013 19:25:02: second 451, jobs that second 1, active requests: 1
30.06.2013 19:25:03: second 452, jobs that second 2, active requests: 0
30.06.2013 19:25:04: second 453, jobs that second 1, active requests: 0
30.06.2013 19:25:05: second 454, jobs that second 1, active requests: 0
30.06.2013 19:25:06: second 455, jobs that second 0, active requests: 0
30.06.2013 19:25:07: second 456, jobs that second 1, active requests: 0
30.06.2013 19:25:08: second 457, jobs that second 2, active requests: 1
30.06.2013 19:25:09: second 458, jobs that second 2, active requests: 1
30.06.2013 19:25:10: second 459, jobs that second 1, active requests: 1
30.06.2013 19:25:11: second 460, jobs that second 1, active requests: 0
30.06.2013 19:25:12: second 461, jobs that second 0, active requests: 0
30.06.2013 19:25:13: second 462, jobs that second 4, active requests: 0
30.06.2013 19:25:14: second 463, jobs that second 1, active requests: 1
30.06.2013 19:25:15: second 464, jobs that second 0, active requests: 1
30.06.2013 19:25:16: second 465, jobs that second 0, active requests: 0
30.06.2013 19:25:17: second 466, jobs that second 0, active requests: 0
30.06.2013 19:25:18: second 467, jobs that second 1, active requests: 0
30.06.2013 19:25:19: second 468, jobs that second 1, active requests: 0
30.06.2013 19:25:20: second 469, jobs that second 0, active requests: 1
30.06.2013 19:25:21: second 470, jobs that second 0, active requests: 0
30.06.2013 19:25:22: second 471, jobs that second 2, active requests: 0
30.06.2013 19:25:23: second 472, jobs that second 1, active requests: 0
30.06.2013 19:25:24: second 473, jobs that second 4, active requests: 0
30.06.2013 19:25:25: second 474, jobs that second 1, active requests: 1
30.06.2013 19:25:26: second 475, jobs that second 1, active requests: 0
30.06.2013 19:25:27: second 476, jobs that second 1, active requests: 1
30.06.2013 19:25:28: second 477, jobs that second 2, active requests: 0
30.06.2013 19:25:29: second 478, jobs that second 0, active requests: 0
30.06.2013 19:25:30: second 479, jobs that second 1, active requests: 0
30.06.2013 19:25:31: second 480, jobs that second 0, active requests: 0
30.06.2013 19:25:32: second 481, jobs that second 1, active requests: 0
30.06.2013 19:25:33: second 482, jobs that second 0, active requests: 0
30.06.2013 19:25:34: second 483, jobs that second 0, active requests: 0
30.06.2013 19:25:35: second 484, jobs that second 0, active requests: 0
30.06.2013 19:25:36: second 485, jobs that second 1, active requests: 0
30.06.2013 19:25:37: second 486, jobs that second 1, active requests: 0
30.06.2013 19:25:38: second 487, jobs that second 1, active requests: 1
30.06.2013 19:25:39: second 488, jobs that second 0, active requests: 0
30.06.2013 19:25:40: second 489, jobs that second 0, active requests: 0
30.06.2013 19:25:41: second 490, jobs that second 1, active requests: 0
30.06.2013 19:25:42: second 491, jobs that second 0, active requests: 1
30.06.2013 19:25:43: second 492, jobs that second 0, active requests: 0
30.06.2013 19:25:44: second 493, jobs that second 0, active requests: 0
30.06.2013 19:25:45: second 494, jobs that second 1, active requests: 0
30.06.2013 19:25:46: second 495, jobs that second 3, active requests: 0
30.06.2013 19:25:47: second 496, jobs that second 1, active requests: 0
30.06.2013 19:25:48: second 497, jobs that second 1, active requests: 0
30.06.2013 19:25:49: second 498, jobs that second 0, active requests: 0
30.06.2013 19:25:50: second 499, jobs that second 1, active requests: 0
30.06.2013 19:25:51: second 500, jobs that second 1, active requests: 1
30.06.2013 19:25:52: second 501, jobs that second 1, active requests: 0
30.06.2013 19:25:53: second 502, jobs that second 0, active requests: 1
30.06.2013 19:25:54: second 503, jobs that second 0, active requests: 0
30.06.2013 19:25:55: second 504, jobs that second 0, active requests: 0
30.06.2013 19:25:56: second 505, jobs that second 1, active requests: 0
30.06.2013 19:25:57: second 506, jobs that second 1, active requests: 0
30.06.2013 19:25:58: second 507, jobs that second 1, active requests: 0
30.06.2013 19:25:59: second 508, jobs that second 0, active requests: 0
30.06.2013 19:26:00: second 509, jobs that second 2, active requests: 0
30.06.2013 19:26:01: second 510, jobs that second 0, active requests: 0
30.06.2013 19:26:02: second 511, jobs that second 1, active requests: 0
30.06.2013 19:26:03: second 512, jobs that second 1, active requests: 0
30.06.2013 19:26:04: second 513, jobs that second 3, active requests: 1
30.06.2013 19:26:05: second 514, jobs that second 6, active requests: 1
30.06.2013 19:26:06: second 515, jobs that second 3, active requests: 1
30.06.2013 19:26:07: second 516, jobs that second 0, active requests: 1
30.06.2013 19:26:08: second 517, jobs that second 0, active requests: 0
30.06.2013 19:26:09: second 518, jobs that second 0, active requests: 0
30.06.2013 19:26:10: second 519, jobs that second 1, active requests: 0
30.06.2013 19:26:11: second 520, jobs that second 3, active requests: 1
30.06.2013 19:26:12: second 521, jobs that second 1, active requests: 0
30.06.2013 19:26:13: second 522, jobs that second 0, active requests: 0
30.06.2013 19:26:14: second 523, jobs that second 1, active requests: 0
30.06.2013 19:26:15: second 524, jobs that second 2, active requests: 1
30.06.2013 19:26:16: second 525, jobs that second 0, active requests: 1
30.06.2013 19:26:17: second 526, jobs that second 2, active requests: 0
30.06.2013 19:26:18: second 527, jobs that second 0, active requests: 1
30.06.2013 19:26:19: second 528, jobs that second 0, active requests: 0
30.06.2013 19:26:20: second 529, jobs that second 3, active requests: 0
30.06.2013 19:26:21: second 530, jobs that second 1, active requests: 0
30.06.2013 19:26:22: second 531, jobs that second 1, active requests: 0
30.06.2013 19:26:23: second 532, jobs that second 1, active requests: 0
30.06.2013 19:26:24: second 533, jobs that second 1, active requests: 0
30.06.2013 19:26:25: second 534, jobs that second 1, active requests: 1
30.06.2013 19:26:26: second 535, jobs that second 0, active requests: 0
30.06.2013 19:26:27: second 536, jobs that second 1, active requests: 0
30.06.2013 19:26:28: second 537, jobs that second 2, active requests: 1
30.06.2013 19:26:29: second 538, jobs that second 1, active requests: 0
30.06.2013 19:26:30: second 539, jobs that second 1, active requests: 0
30.06.2013 19:26:31: second 540, jobs that second 0, active requests: 0
30.06.2013 19:26:32: second 541, jobs that second 0, active requests: 0
30.06.2013 19:26:33: second 542, jobs that second 1, active requests: 0
30.06.2013 19:26:34: second 543, jobs that second 0, active requests: 0
30.06.2013 19:26:35: second 544, jobs that second 1, active requests: 0
30.06.2013 19:26:36: second 545, jobs that second 1, active requests: 0
30.06.2013 19:26:37: second 546, jobs that second 1, active requests: 1
30.06.2013 19:26:38: second 547, jobs that second 0, active requests: 0
30.06.2013 19:26:39: second 548, jobs that second 1, active requests: 0
30.06.2013 19:26:40: second 549, jobs that second 1, active requests: 1
30.06.2013 19:26:41: second 550, jobs that second 0, active requests: 0
30.06.2013 19:26:42: second 551, jobs that second 3, active requests: 0
30.06.2013 19:26:43: second 552, jobs that second 1, active requests: 0
30.06.2013 19:26:44: second 553, jobs that second 1, active requests: 0
30.06.2013 19:26:45: second 554, jobs that second 1, active requests: 0
30.06.2013 19:26:46: second 555, jobs that second 2, active requests: 1
30.06.2013 19:26:47: second 556, jobs that second 2, active requests: 1
30.06.2013 19:26:48: second 557, jobs that second 1, active requests: 0
30.06.2013 19:26:49: second 558, jobs that second 2, active requests: 0
30.06.2013 19:26:50: second 559, jobs that second 2, active requests: 0
30.06.2013 19:26:51: second 560, jobs that second 1, active requests: 1
30.06.2013 19:26:52: second 561, jobs that second 2, active requests: 0
30.06.2013 19:26:53: second 562, jobs that second 1, active requests: 1
30.06.2013 19:26:54: second 563, jobs that second 0, active requests: 0
30.06.2013 19:26:55: second 564, jobs that second 1, active requests: 0
30.06.2013 19:26:56: second 565, jobs that second 0, active requests: 0
30.06.2013 19:26:57: second 566, jobs that second 1, active requests: 0
30.06.2013 19:26:58: second 567, jobs that second 0, active requests: 0
30.06.2013 19:26:59: second 568, jobs that second 0, active requests: 0
30.06.2013 19:27:00: second 569, jobs that second 1, active requests: 0
30.06.2013 19:27:01: second 570, jobs that second 2, active requests: 0
30.06.2013 19:27:02: second 571, jobs that second 1, active requests: 1
30.06.2013 19:27:03: second 572, jobs that second 1, active requests: 0
30.06.2013 19:27:04: second 573, jobs that second 1, active requests: 1
30.06.2013 19:27:05: second 574, jobs that second 0, active requests: 0
30.06.2013 19:27:06: second 575, jobs that second 1, active requests: 0
30.06.2013 19:27:07: second 576, jobs that second 0, active requests: 1
30.06.2013 19:27:08: second 577, jobs that second 0, active requests: 0
30.06.2013 19:27:09: second 578, jobs that second 1, active requests: 0
30.06.2013 19:27:10: second 579, jobs that second 0, active requests: 0
30.06.2013 19:27:11: second 580, jobs that second 0, active requests: 0
30.06.2013 19:27:12: second 581, jobs that second 1, active requests: 0
30.06.2013 19:27:13: second 582, jobs that second 0, active requests: 0
30.06.2013 19:27:14: second 583, jobs that second 0, active requests: 0
30.06.2013 19:27:15: second 584, jobs that second 1, active requests: 0
30.06.2013 19:27:16: second 585, jobs that second 0, active requests: 0
30.06.2013 19:27:17: second 586, jobs that second 1, active requests: 0
30.06.2013 19:27:18: second 587, jobs that second 3, active requests: 0
30.06.2013 19:27:19: second 588, jobs that second 0, active requests: 2
30.06.2013 19:27:20: second 589, jobs that second 2, active requests: 0
30.06.2013 19:27:21: second 590, jobs that second 0, active requests: 1
30.06.2013 19:27:22: second 591, jobs that second 0, active requests: 0
30.06.2013 19:27:23: second 592, jobs that second 0, active requests: 0
30.06.2013 19:27:24: second 593, jobs that second 0, active requests: 0
30.06.2013 19:27:25: second 594, jobs that second 1, active requests: 0
30.06.2013 19:27:26: second 595, jobs that second 1, active requests: 0
30.06.2013 19:27:27: second 596, jobs that second 2, active requests: 0
30.06.2013 19:27:28: second 597, jobs that second 0, active requests: 0
30.06.2013 19:27:29: second 598, jobs that second 2, active requests: 0
30.06.2013 19:27:30: second 599, jobs that second 0, active requests: 0
30.06.2013 19:27:31: second 600, jobs that second 0, active requests: 0
30.06.2013 19:27:32: second 601, jobs that second 0, active requests: 0
30.06.2013 19:27:33: second 602, jobs that second 1, active requests: 0
30.06.2013 19:27:34: second 603, jobs that second 2, active requests: 1
30.06.2013 19:27:35: second 604, jobs that second 2, active requests: 1
30.06.2013 19:27:36: second 605, jobs that second 1, active requests: 0
30.06.2013 19:27:37: second 606, jobs that second 1, active requests: 0
30.06.2013 19:27:38: second 607, jobs that second 0, active requests: 0
30.06.2013 19:27:39: second 608, jobs that second 2, active requests: 0
30.06.2013 19:27:40: second 609, jobs that second 0, active requests: 0
30.06.2013 19:27:41: second 610, jobs that second 1, active requests: 0
30.06.2013 19:27:42: second 611, jobs that second 2, active requests: 1
30.06.2013 19:27:43: second 612, jobs that second 2, active requests: 1
30.06.2013 19:27:44: second 613, jobs that second 0, active requests: 0
30.06.2013 19:27:45: second 614, jobs that second 0, active requests: 0
30.06.2013 19:27:46: second 615, jobs that second 0, active requests: 0
30.06.2013 19:27:47: second 616, jobs that second 2, active requests: 0
30.06.2013 19:27:48: second 617, jobs that second 2, active requests: 0
30.06.2013 19:27:49: second 618, jobs that second 2, active requests: 0
30.06.2013 19:27:50: second 619, jobs that second 1, active requests: 1
30.06.2013 19:27:51: second 620, jobs that second 0, active requests: 1
30.06.2013 19:27:52: second 621, jobs that second 0, active requests: 0
30.06.2013 19:27:53: second 622, jobs that second 2, active requests: 0
30.06.2013 19:27:54: second 623, jobs that second 1, active requests: 0
30.06.2013 19:27:55: second 624, jobs that second 1, active requests: 0
30.06.2013 19:27:56: second 625, jobs that second 0, active requests: 0
30.06.2013 19:27:57: second 626, jobs that second 0, active requests: 0
